DEPARTAMENTO,Codmun,MUNICIPIO,CULTIVO,PERIODO,AreaSembrada,AreaCosechada,Produccion,Rendimiento
HUILA,41016,AIPE,CACAO,2017,45,36,20,0.6
HUILA,41872,VILLAVIEJA,CACAO,2017,38,19,13,0.7
HUILA,41359,ISNOS,CACAO,2017,31,31,15,0.5
HUILA,41807,TIMANA,CACAO,2017,28,28,17,0.6
HUILA,41006,ACEVEDO,CACAO,2017,15,8,5,0.6
HUILA,41026,ALTAMIRA,CACAO,2017,10,6,4,0.6
HUILA,41530,PALESTINA,CACAO,2017,6,6,3,0.6
HUILA,41668,SAN AGUSTIN,CACAO,2017,1,1,1,0.6
LA GUAJIRA,44090,DIBULLA,CACAO,2017,363,313,188,0.6
LA GUAJIRA,44855,URUMITA,CACAO,2017,250,200,120,0.6
LA GUAJIRA,44420,LA JAGUA DEL PILAR,CACAO,2017,42,38,19,0.5
LA GUAJIRA,44110,EL MOLINO,CACAO,2017,29,28,17,0.6
LA GUAJIRA,44874,VILLANUEVA,CACAO,2017,11,9,5,0.5
LA GUAJIRA,44078,BARRANCAS,CACAO,2017,8,6,3,0.5
LA GUAJIRA,44098,DISTRACCION,CACAO,2017,1,1,1,0.6
LA GUAJIRA,44279,FONSECA,CACAO,2017,1,1,1,0.6
MAGDALENA,47001,SANTA MARTA,CACAO,2017,1360,1020,510,0.5
MAGDALENA,47189,CIENAGA,CACAO,2017,430,230,92,0.4
MAGDALENA,47288,FUNDACION,CACAO,2017,344,239,120,0.5
MAGDALENA,47053,ARACATACA,CACAO,2017,314,306,153,0.5
MAGDALENA,47980,ZONA BANANERA,CACAO,2017,75,54,27,0.5
META,50711,VISTA HERMOSA,CACAO,2017,1250,992,794,0.8
META,50313,GRANADA,CACAO,2017,852,680,408,0.6
META,50400,LEJANIAS,CACAO,2017,604,262,157,0.6
META,50270,EL DORADO,CACAO,2017,585,475,238,0.5
META,50590,PUERTO RICO,CACAO,2017,535,295,177,0.6
META,50251,EL CASTILLO,CACAO,2017,515,465,279,0.6
META,50223,SAN LUIS DE CUBARRAL,CACAO,2017,496,421,253,0.6
META,50370,LA URIBE,CACAO,2017,491,391,235,0.6
META,50683,SAN JUAN DE ARAMA,CACAO,2017,490,444,266,0.6
META,50330,MESETAS,CACAO,2017,432,202,121,0.6
META,50006,ACACIAS,CACAO,2017,427,357,214,0.6
META,50577,PUERTO LLERAS,CACAO,2017,411,411,247,0.6
META,50318,GUAMAL,CACAO,2017,410,130,78,0.6
META,50450,PUERTO CONCORDIA,CACAO,2017,398,150,75,0.5
META,50124,CABUYARO,CACAO,2017,184,20,12,0.6
META,50287,FUENTE DE ORO,CACAO,2017,184,134,67,0.5
META,50568,PUERTO GAITAN,CACAO,2017,171,156,94,0.6
META,50001,VILLAVICENCIO,CACAO,2017,147,80,48,0.6
META,50150,CASTILLA LA NUEVA,CACAO,2017,133,88,53,0.6
META,50573,PUERTO LOPEZ,CACAO,2017,126,40,36,0.9
META,50325,MAPIRIPAN,CACAO,2017,120,75,45,0.6
META,50689,SAN MARTIN,CACAO,2017,88,70,35,0.5
META,50350,LA MACARENA,CACAO,2017,52,52,26,0.5
META,50226,CUMARAL,CACAO,2017,46,46,28,0.6
META,50110,BARRANCA DE UPIA,CACAO,2017,34,29,17,0.6
META,50680,SAN CARLOS DE GUAROA,CACAO,2017,31,28,17,0.6
META,50606,RESTREPO,CACAO,2017,20,20,16,0.8
NARIÑO,52835,TUMACO,CACAO,2017,18600,14000,2800,0.2
NARIÑO,52540,POLICARPA,CACAO,2017,515,505,303,0.6
NARIÑO,52520,FRANCISCO PIZARRO,CACAO,2017,506,466,117,0.3
NARIÑO,52250,EL CHARCO,CACAO,2017,500,498,149,0.3
NARIÑO,52490,OLAYA HERRERA,CACAO,2017,352,352,106,0.3
NARIÑO,52621,ROBERTO PAYAN,CACAO,2017,320,290,44,0.2
NARIÑO,52473,MOSQUERA,CACAO,2017,227,227,45,0.2
NARIÑO,52233,CUMBITARA,CACAO,2017,218,206,103,0.5
NARIÑO,52418,LOS ANDES,CACAO,2017,175,160,128,0.8
NARIÑO,52079,BARBACOAS,CACAO,2017,150,100,25,0.3
NARIÑO,52405,LEIVA,CACAO,2017,150,130,104,0.8
NARIÑO,52256,EL ROSARIO,CACAO,2017,113,112,56,0.5
NARIÑO,52254,EL PEÑOL,CACAO,2017,81,78,39,0.5
NARIÑO,52390,LA TOLA,CACAO,2017,80,80,16,0.2
NARIÑO,52399,LA UNION,CACAO,2017,70,63,32,0.5
NARIÑO,52427,MAGUI PAYAN,CACAO,2017,64,64,12,0.2
NARIÑO,52696,SANTA BARBARA,CACAO,2017,61,41,10,0.3
NARIÑO,52687,SAN LORENZO,CACAO,2017,14,9,5,0.5
NARIÑO,52356,IPIALES,CACAO,2017,13,10,5,0.5
NARIÑO,52411,LINARES,CACAO,2017,8,8,6,0.8
NARIÑO,52612,RICAURTE,CACAO,2017,3,3,1,0.3
NORTE DE SANTANDER,54720,SARDINATA,CACAO,2017,2444,2414,1023,0.4
NORTE DE SANTANDER,54810,TIBU,CACAO,2017,1696,1526,1027,0.7
NORTE DE SANTANDER,54800,TEORAMA,CACAO,2017,1099,571,394,0.7
NORTE DE SANTANDER,54245,EL CARMEN,CACAO,2017,772,752,418,0.6
NORTE DE SANTANDER,54250,EL TARRA,CACAO,2017,699,684,358,0.5
NORTE DE SANTANDER,54206,CONVENCION,CACAO,2017,510,440,211,0.5
NORTE DE SANTANDER,54385,LA ESPERANZA,CACAO,2017,497,497,316,0.6
NORTE DE SANTANDER,54109,BUCARASICA,CACAO,2017,491,459,275,0.6
NORTE DE SANTANDER,54670,SAN CALIXTO,CACAO,2017,487,480,294,0.6
NORTE DE SANTANDER,54344,HACARI,CACAO,2017,447,444,310,0.7
NORTE DE SANTANDER,54261,EL ZULIA,CACAO,2017,335,315,243,0.8
NORTE DE SANTANDER,54001,CUCUTA,CACAO,2017,255,255,152,0.6
NORTE DE SANTANDER,54128,CACHIRA,CACAO,2017,255,241,193,0.8
NORTE DE SANTANDER,54418,LOURDES,CACAO,2017,67,60,31,0.5
NORTE DE SANTANDER,54820,TOLEDO,CACAO,2017,60,45,27,0.6
NORTE DE SANTANDER,54673,SAN CAYETANO,CACAO,2017,50,50,25,0.5
NORTE DE SANTANDER,54003,ABREGO,CACAO,2017,49,48,48,1
NORTE DE SANTANDER,54498,OCAÑA,CACAO,2017,33,33,17,0.5
NORTE DE SANTANDER,54313,GRAMALOTE,CACAO,2017,22,15,5,0.3
NORTE DE SANTANDER,54239,DURANIA,CACAO,2017,11,8,5,0.7
NORTE DE SANTANDER,54680,SANTIAGO,CACAO,2017,11,7,6,0.8
NORTE DE SANTANDER,54051,ARBOLEDAS,CACAO,2017,8,8,4,0.5
NORTE DE SANTANDER,54172,CHINACOTA,CACAO,2017,7,7,5,0.7
NORTE DE SANTANDER,54660,SALAZAR,CACAO,2017,6,4,2,0.5
NORTE DE SANTANDER,54099,BOCHALEMA,CACAO,2017,3,0,0,0
PUTUMAYO,86757,SAN MIGUEL,CACAO,2017,2060,2000,800,0.4
PUTUMAYO,86865,VALLE DEL GUAMUEZ,CACAO,2017,1200,1122,673,0.6
PUTUMAYO,86320,ORITO,CACAO,2017,318,318,159,0.5
PUTUMAYO,86573,PUERTO LEGUIZAMO,CACAO,2017,271,261,157,0.6
PUTUMAYO,86568,PUERTO ASIS,CACAO,2017,259,254,127,0.5
PUTUMAYO,86001,MOCOA,CACAO,2017,205,193,96,0.5
PUTUMAYO,86571,PUERTO GUZMAN,CACAO,2017,108,100,40,0.4
PUTUMAYO,86885,VILLAGARZON,CACAO,2017,84,64,32,0.5
PUTUMAYO,86569,PUERTO CAICEDO,CACAO,2017,20,18,7,0.4
QUINDIO,63401,LA TEBAIDA,CACAO,2017,160,151,197,1.3
QUINDIO,63001,ARMENIA,CACAO,2017,72,70,56,0.8
QUINDIO,63470,MONTENEGRO,CACAO,2017,42,7,4,0.6
QUINDIO,63130,CALARCA,CACAO,2017,26,15,3,0.2
QUINDIO,63212,CORDOBA,CACAO,2017,20,5,5,1
QUINDIO,63111,BUENAVISTA,CACAO,2017,16,6,4,0.6
QUINDIO,63548,PIJAO,CACAO,2017,11,1,1,0.8
QUINDIO,63302,GENOVA,CACAO,2017,8,6,3,0.5
QUINDIO,63594,QUIMBAYA,CACAO,2017,5,5,5,1
RISARALDA,66572,PUEBLO RICO,CACAO,2017,886,886,886,1
RISARALDA,66440,MARSELLA,CACAO,2017,291,281,197,0.7
RISARALDA,66456,MISTRATO,CACAO,2017,219,209,73,0.4
RISARALDA,66075,BALBOA,CACAO,2017,156,156,94,0.6
RISARALDA,66594,QUINCHIA,CACAO,2017,116,94,76,0.8
RISARALDA,66001,PEREIRA,CACAO,2017,38,38,23,0.6
RISARALDA,66088,BELEN DE UMBRIA,CACAO,2017,35,15,12,0.8
RISARALDA,66400,LA VIRGINIA,CACAO,2017,18,13,8,0.6
RISARALDA,66318,GUATICA,CACAO,2017,10,10,8,0.8
RISARALDA,66687,SANTUARIO,CACAO,2017,7,1,0,0.1
SANTANDER,68689,SAN VICENTE DE CHUCURI,CACAO,2017,16879,13080,6540,0.5
SANTANDER,68235,EL CARMEN DE CHUCURI,CACAO,2017,10887,10800,4320,0.4
SANTANDER,68385,LANDAZURI,CACAO,2017,6950,6050,2723,0.5
SANTANDER,68615,RIONEGRO,CACAO,2017,6171,4739,2843,0.6
SANTANDER,68190,CIMITARRA,CACAO,2017,1825,1760,968,0.6
SANTANDER,68406,LEBRIJA,CACAO,2017,1699,1617,970,0.6
SANTANDER,68255,EL PLAYON,CACAO,2017,1315,1245,623,0.5
SANTANDER,68773,SUCRE,CACAO,2017,1275,1130,565,0.5
SANTANDER,68720,SANTA HELENA DEL OPON,CACAO,2017,900,850,340,0.4
SANTANDER,68377,LA BELLEZA,CACAO,2017,850,40,32,0.8
SANTANDER,68271,FLORIAN,CACAO,2017,600,400,240,0.6
SANTANDER,68101,BOLIVAR,CACAO,2017,595,450,225,0.5
SANTANDER,68092,BETULIA,CACAO,2017,485,470,376,0.8
SANTANDER,68397,LA PAZ,CACAO,2017,480,400,240,0.6
SANTANDER,68176,CHIMA,CACAO,2017,395,37,33,0.9
SANTANDER,68307,GIRON,CACAO,2017,370,317,159,0.5
SANTANDER,68001,BUCARAMANGA,CACAO,2017,357,313,157,0.5
SANTANDER,68745,SIMACOTA,CACAO,2017,298,160,112,0.7
SANTANDER,68861,VELEZ,CACAO,2017,290,260,130,0.5
SANTANDER,68250,EL PEÑON,CACAO,2017,274,270,135,0.5
SANTANDER,68322,GUAPOTA,CACAO,2017,235,175,140,0.8
SANTANDER,68320,GUADALUPE,CACAO,2017,227,180,126,0.7
SANTANDER,68179,CHIPATA,CACAO,2017,202,190,95,0.5
SANTANDER,68547,PIEDECUESTA,CACAO,2017,200,160,72,0.5
SANTANDER,68245,EL GUACAMAYO,CACAO,2017,195,160,96,0.6
SANTANDER,68755,SOCORRO,CACAO,2017,185,51,26,0.5
SANTANDER,68296,GALAN,CACAO,2017,175,174,87,0.5
SANTANDER,68524,PALMAS DEL SOCORRO,CACAO,2017,155,105,63,0.6
SANTANDER,68655,SABANA DE TORRES,CACAO,2017,154,126,63,0.5
SANTANDER,68081,BARRANCABERMEJA,CACAO,2017,147,126,63,0.5
SANTANDER,68533,PARAMO,CACAO,2017,105,85,77,0.9
SANTANDER,68498,OCAMONTE,CACAO,2017,90,80,40,0.5
SANTANDER,68573,PUERTO PARRA,CACAO,2017,84,80,32,0.4
SANTANDER,68344,HATO,CACAO,2017,73,59,47,0.8
SANTANDER,68211,CONTRATACION,CACAO,2017,62,59,35,0.6
SANTANDER,68444,MATANZA,CACAO,2017,38,36,21,0.6
SANTANDER,68276,FLORIDABLANCA,CACAO,2017,35,35,28,0.8
SANTANDER,68895,ZAPATOCA,CACAO,2017,33,23,12,0.5
SANTANDER,68229,CURITI,CACAO,2017,29,5,3,0.5
SANTANDER,68500,OIBA,CACAO,2017,21,18,18,1
SANTANDER,68855,VALLE DE SAN JOSE,CACAO,2017,17,11,3,0.3
SANTANDER,68522,PALMAR,CACAO,2017,17,17,9,0.5
SANTANDER,68160,CEPITA,CACAO,2017,12,2,1,0.3
SANTANDER,68705,SANTA BARBARA,CACAO,2017,10,0,0,0
SUCRE,70429,MAJAGUAL,CACAO,2017,140,110,66,0.6
SUCRE,70713,SAN ONOFRE,CACAO,2017,52,52,26,0.5
SUCRE,70204,COLOSO,CACAO,2017,49,4,2,0.5
SUCRE,70508,OVEJAS,CACAO,2017,45,25,20,0.8
SUCRE,70265,GUARANDA,CACAO,2017,41,25,18,0.7
SUCRE,70230,CHALAN,CACAO,2017,27,27,21,0.8
SUCRE,70473,MORROA,CACAO,2017,26,0,0,0
SUCRE,70708,SAN MARCOS,CACAO,2017,22,8,5,0.6
TOLIMA,73168,CHAPARRAL,CACAO,2017,1920,1800,810,0.5
TOLIMA,73067,ATACO,CACAO,2017,1850,1850,925,0.5
TOLIMA,73616,RIOBLANCO,CACAO,2017,800,625,375,0.6
TOLIMA,73555,PLANADAS,CACAO,2017,715,565,283,0.5
TOLIMA,73449,MELGAR,CACAO,2017,612,604,302,0.5
TOLIMA,73226,CUNDAY,CACAO,2017,570,400,200,0.5
TOLIMA,73270,FALAN,CACAO,2017,555,555,278,0.5
TOLIMA,73408,LERIDA,CACAO,2017,548,420,273,0.7
TOLIMA,73443,MARIQUITA,CACAO,2017,542,520,312,0.6
TOLIMA,73563,PRADO,CACAO,2017,527,482,241,0.5
TOLIMA,73283,FRESNO,CACAO,2017,459,400,200,0.5
TOLIMA,73675,SAN ANTONIO,CACAO,2017,329,314,157,0.5
TOLIMA,73624,ROVIRA,CACAO,2017,312,302,151,0.5
TOLIMA,73026,ALVARADO,CACAO,2017,308,292,117,0.4
TOLIMA,73411,LIBANO,CACAO,2017,305,252,126,0.5
TOLIMA,73520,PALOCABILDO,CACAO,2017,302,282,141,0.5
TOLIMA,73504,ORTEGA,CACAO,2017,296,267,134,0.5
TOLIMA,73585,PURIFICACION,CACAO,2017,287,267,160,0.6
TOLIMA,73861,VENADILLO,CACAO,2017,250,250,150,0.6
TOLIMA,73001,IBAGUE,CACAO,2017,221,221,99,0.5
TOLIMA,73873,VILLARRICA,CACAO,2017,218,218,109,0.5
TOLIMA,73055,ARMERO (GUAYABAL),CACAO,2017,160,150,75,0.5
TOLIMA,73319,GUAMO,CACAO,2017,153,133,67,0.5
TOLIMA,73148,CARMEN DE APICALA,CACAO,2017,137,133,77,0.6
TOLIMA,73352,ICONONZO,CACAO,2017,120,120,60,0.5
TOLIMA,73152,CASABIANCA,CACAO,2017,92,87,44,0.5
TOLIMA,73236,DOLORES,CACAO,2017,83,70,35,0.5
TOLIMA,73024,ALPUJARRA,CACAO,2017,73,73,37,0.5
TOLIMA,73678,SAN LUIS,CACAO,2017,65,65,39,0.6
TOLIMA,73043,ANZOATEGUI,CACAO,2017,56,44,22,0.5
TOLIMA,73217,COYAIMA,CACAO,2017,50,48,19,0.4
TOLIMA,73854,VALLE DE SAN JUAN,CACAO,2017,43,35,18,0.5
TOLIMA,73483,NATAGAIMA,CACAO,2017,29,25,15,0.6
TOLIMA,73870,VILLAHERMOSA,CACAO,2017,23,23,12,0.5
VALLE DEL CAUCA,76233,DAGUA,CACAO,2017,330,315,158,0.5
VALLE DEL CAUCA,76364,JAMUNDI,CACAO,2017,268,265,144,0.5
VALLE DEL CAUCA,76100,BOLIVAR,CACAO,2017,212,191,115,0.6
VALLE DEL CAUCA,76113,BUGALAGRANDE,CACAO,2017,92,86,69,0.8
VALLE DEL CAUCA,76109,BUENAVENTURA,CACAO,2017,90,28,17,0.6
VALLE DEL CAUCA,76616,RIOFRIO,CACAO,2017,85,66,26,0.4
VALLE DEL CAUCA,76122,CAICEDONIA,CACAO,2017,63,47,28,0.6
VALLE DEL CAUCA,76403,LA VICTORIA,CACAO,2017,42,40,20,0.5
VALLE DEL CAUCA,76834,TULUA,CACAO,2017,37,36,36,1
VALLE DEL CAUCA,76250,EL DOVIO,CACAO,2017,34,18,7,0.4
VALLE DEL CAUCA,76497,OBANDO,CACAO,2017,34,30,15,0.5
VALLE DEL CAUCA,76036,ANDALUCIA,CACAO,2017,30,10,5,0.5
VALLE DEL CAUCA,76828,TRUJILLO,CACAO,2017,29,21,10,0.5
VALLE DEL CAUCA,76041,ANSERMANUEVO,CACAO,2017,26,24,12,0.5
VALLE DEL CAUCA,76243,EL AGUILA,CACAO,2017,20,20,16,0.8
VALLE DEL CAUCA,76736,SEVILLA,CACAO,2017,18,12,10,0.8
VALLE DEL CAUCA,76275,FLORIDA,CACAO,2017,16,16,10,0.6
VALLE DEL CAUCA,76020,ALCALA,CACAO,2017,15,0,0,0
VALLE DEL CAUCA,76863,VERSALLES,CACAO,2017,14,9,7,0.8
VALLE DEL CAUCA,76622,ROLDANILLO,CACAO,2017,11,11,6,0.5
VALLE DEL CAUCA,76147,CARTAGO,CACAO,2017,11,1,1,0.8
VALLE DEL CAUCA,76823,TORO,CACAO,2017,10,9,9,1
VALLE DEL CAUCA,76520,PALMIRA,CACAO,2017,8,3,2,0.8
VALLE DEL CAUCA,76845,ULLOA,CACAO,2017,6,0,0,0
VALLE DEL CAUCA,76895,ZARZAL,CACAO,2017,6,6,3,0.6
VALLE DEL CAUCA,76111,BUGA,CACAO,2017,5,5,8,1.5
VALLE DEL CAUCA,76400,LA UNION,CACAO,2017,3,3,1,0.4
VALLE DEL CAUCA,76130,CANDELARIA,CACAO,2017,3,2,2,0.8
VALLE DEL CAUCA,76318,GUACARI,CACAO,2017,3,2,2,1
VALLE DEL CAUCA,76054,ARGELIA,CACAO,2017,3,3,1,0.4
VALLE DEL CAUCA,76126,CALIMA EL DARIEN,CACAO,2017,2,2,1,0.4
VALLE DEL CAUCA,76892,YUMBO,CACAO,2017,0,0,0,0
VAUPES,97161,CARURU,CACAO,2017,30,10,4,0.4
VICHADA,99624,SANTA ROSALIA,CACAO,2017,820,700,350,0.5
VICHADA,99773,CUMARIBO,CACAO,2017,180,140,70,0.5
VICHADA,99524,LA PRIMAVERA,CACAO,2017,22,22,4,0.2
VAUPES,97161,CARURU,CACAO,2016,30,0,0,0
AMAZONAS,91540,PUERTO NARIÑO,CACAO,2016,29,29,15,0.5
AMAZONAS,91001,LETICIA,CACAO,2016,8,6,2,0.4
ANTIOQUIA,5837,TURBO,CACAO,2016,2476,1761,881,0.5
ANTIOQUIA,5120,CACERES,CACAO,2016,1844,800,640,0.8
ANTIOQUIA,5490,NECOCLI,CACAO,2016,1786,1054,527,0.5
ANTIOQUIA,5045,APARTADO,CACAO,2016,1744,1404,702,0.5
ANTIOQUIA,5425,MACEO,CACAO,2016,1580,1380,828,0.6
ANTIOQUIA,5858,VEGACHI,CACAO,2016,848,818,491,0.6
ANTIOQUIA,5790,TARAZA,CACAO,2016,780,400,240,0.6
ANTIOQUIA,5031,AMALFI,CACAO,2016,707,668,334,0.5
ANTIOQUIA,5172,CHIGORODO,CACAO,2016,648,383,230,0.6
ANTIOQUIA,5885,YALI,CACAO,2016,623,581,407,0.7
ANTIOQUIA,5854,VALDIVIA,CACAO,2016,602,368,184,0.5
ANTIOQUIA,5665,SAN PEDRO DE URABA,CACAO,2016,515,317,159,0.5
ANTIOQUIA,5147,CAREPA,CACAO,2016,494,294,206,0.7
ANTIOQUIA,5142,CARACOLI,CACAO,2016,450,427,299,0.7
ANTIOQUIA,5483,NARIÑO,CACAO,2016,407,367,220,0.6
ANTIOQUIA,5659,SAN JUAN DE URABA,CACAO,2016,390,390,312,0.8
ANTIOQUIA,5250,EL BAGRE,CACAO,2016,324,263,158,0.6
ANTIOQUIA,5652,SAN FRANCISCO,CACAO,2016,306,281,197,0.7
ANTIOQUIA,5361,ITUANGO,CACAO,2016,290,265,212,0.8
ANTIOQUIA,5895,ZARAGOZA,CACAO,2016,287,118,71,0.6
ANTIOQUIA,5234,DABEIBA,CACAO,2016,284,261,183,0.7
ANTIOQUIA,5660,SAN LUIS,CACAO,2016,279,236,94,0.4
ANTIOQUIA,5604,REMEDIOS,CACAO,2016,265,215,129,0.6
ANTIOQUIA,5051,ARBOLETES,CACAO,2016,245,245,147,0.6
ANTIOQUIA,5670,SAN ROQUE,CACAO,2016,242,52,26,0.5
ANTIOQUIA,5040,ANORI,CACAO,2016,230,195,117,0.6
ANTIOQUIA,5649,SAN CARLOS,CACAO,2016,214,141,85,0.6
ANTIOQUIA,5789,TAMESIS,CACAO,2016,192,182,109,0.6
ANTIOQUIA,5579,PUERTO BERRIO,CACAO,2016,178,178,71,0.4
ANTIOQUIA,5736,SEGOVIA,CACAO,2016,166,151,60,0.4
ANTIOQUIA,5890,YOLOMBO,CACAO,2016,164,118,71,0.6
ANTIOQUIA,5585,PUERTO NARE,CACAO,2016,160,146,70,0.5
ANTIOQUIA,5154,CAUCASIA,CACAO,2016,136,0,0,0
ANTIOQUIA,5842,URAMITA,CACAO,2016,136,125,75,0.6
ANTIOQUIA,5893,YONDO,CACAO,2016,121,66,33,0.5
ANTIOQUIA,5679,SANTA BARBARA,CACAO,2016,110,86,43,0.5
ANTIOQUIA,5756,SONSON,CACAO,2016,95,75,45,0.6
ANTIOQUIA,5138,CAÑASGORDAS,CACAO,2016,94,78,31,0.4
ANTIOQUIA,5591,PUERTO TRIUNFO,CACAO,2016,90,80,40,0.5
ANTIOQUIA,5495,NECHI,CACAO,2016,80,10,3,0.3
ANTIOQUIA,5315,GUADALUPE,CACAO,2016,73,43,43,1
ANTIOQUIA,5284,FRONTINO,CACAO,2016,60,40,16,0.4
ANTIOQUIA,5197,COCORNA,CACAO,2016,55,45,23,0.5
ANTIOQUIA,5690,SANTO DOMINGO,CACAO,2016,54,54,38,0.7
ANTIOQUIA,5647,SAN ANDRES,CACAO,2016,51,47,9,0.2
ANTIOQUIA,5055,ARGELIA,CACAO,2016,50,10,5,0.5
ANTIOQUIA,5134,CAMPAMENTO,CACAO,2016,46,46,18,0.4
ANTIOQUIA,5887,YARUMAL,CACAO,2016,45,0,0,0
ANTIOQUIA,5792,TARSO,CACAO,2016,43,38,23,0.6
ANTIOQUIA,5480,MUTATA,CACAO,2016,41,41,29,0.7
ANTIOQUIA,5240,EBEJICO,CACAO,2016,40,40,20,0.5
ANTIOQUIA,5667,SAN RAFAEL,CACAO,2016,37,17,14,0.8
ANTIOQUIA,5107,BRICEÑO,CACAO,2016,32,25,15,0.6
ANTIOQUIA,5809,TITIRIBI,CACAO,2016,22,14,11,0.8
ANTIOQUIA,5113,BURITICA,CACAO,2016,13,13,8,0.6
ANTIOQUIA,5819,TOLEDO,CACAO,2016,13,13,8,0.6
ANTIOQUIA,5093,BETULIA,CACAO,2016,7,7,3,0.4
ANTIOQUIA,5856,VALPARAISO,CACAO,2016,6,6,2,0.3
ANTIOQUIA,5002,ABEJORRAL,CACAO,2016,5,5,2,0.4
ANTIOQUIA,5190,CISNEROS,CACAO,2016,5,5,4,0.8
ANTIOQUIA,5686,SANTA ROSA DE OSOS,CACAO,2016,3,1,1,0.7
ANTIOQUIA,5628,SABANALARGA,CACAO,2016,2,2,1,0.5
ANTIOQUIA,5347,HELICONIA,CACAO,2016,2,2,2,1
ARAUCA,81065,ARAUQUITA,CACAO,2016,6690,4990,2994,0.6
ARAUCA,81736,SARAVENA,CACAO,2016,4022,2996,1798,0.6
ARAUCA,81794,TAME,CACAO,2016,3854,3000,1800,0.6
ARAUCA,81300,FORTUL,CACAO,2016,2224,1102,661,0.6
ARAUCA,81001,ARAUCA,CACAO,2016,1147,975,585,0.6
ARAUCA,81591,PUERTO RONDON,CACAO,2016,48,0,0,0
ARAUCA,81220,CRAVO NORTE,CACAO,2016,8,0,0,0
BOLIVAR,13688,SANTA ROSA DEL SUR,CACAO,2016,3490,3180,1272,0.4
BOLIVAR,13670,SAN PABLO,CACAO,2016,1350,897,314,0.4
BOLIVAR,13744,SIMITI,CACAO,2016,1005,655,262,0.4
BOLIVAR,13160,CANTAGALLO,CACAO,2016,767,324,139,0.4
BOLIVAR,13244,EL CARMEN DE BOLIVAR,CACAO,2016,470,194,78,0.4
BOLIVAR,13001,CARTAGENA DE INDIAS,CACAO,2016,240,240,96,0.4
BOLIVAR,13549,PINILLOS,CACAO,2016,216,216,93,0.4
BOLIVAR,13654,SAN JACINTO,CACAO,2016,190,130,52,0.4
BOLIVAR,13473,MORALES,CACAO,2016,140,79,32,0.4
BOLIVAR,13042,ARENAL,CACAO,2016,120,120,48,0.4
BOLIVAR,13657,SAN JUAN NEPOMUCENO,CACAO,2016,88,18,7,0.4
BOLIVAR,13810,TIQUISIO,CACAO,2016,87,80,40,0.5
BOLIVAR,13074,BARRANCO DE LOBA,CACAO,2016,46,10,4,0.4
BOLIVAR,13490,NOROSI,CACAO,2016,40,32,13,0.4
BOLIVAR,13006,ACHÍ,CACAO,2016,35,35,18,0.5
BOLIVAR,13667,SAN MARTIN DE LOBA,CACAO,2016,30,0,0,0
BOLIVAR,13442,MARIA LA BAJA,CACAO,2016,30,30,15,0.5
BOLIVAR,13030,ALTOS DEL ROSARIO,CACAO,2016,20,20,8,0.4
BOLIVAR,13458,MONTECRISTO,CACAO,2016,20,20,10,0.5
BOLIVAR,13655,SAN JACINTO DEL CAUCA,CACAO,2016,15,15,8,0.5
BOYACA,15480,MUZO,CACAO,2016,835,800,320,0.4
BOYACA,15531,PAUNA,CACAO,2016,793,483,242,0.5
BOYACA,15507,OTANCHE,CACAO,2016,765,665,399,0.6
BOYACA,15681,SAN PABLO DE BORBUR,CACAO,2016,728,623,249,0.4
BOYACA,15442,MARIPI,CACAO,2016,652,570,285,0.5
BOYACA,15580,QUIPAMA,CACAO,2016,550,430,258,0.6
BOYACA,15572,PUERTO BOYACA,CACAO,2016,420,350,175,0.5
BOYACA,15212,COPER,CACAO,2016,238,120,60,0.5
BOYACA,15223,CUBARA,CACAO,2016,99,69,55,0.8
BOYACA,15667,SAN LUIS DE GACENO,CACAO,2016,69,15,9,0.6
BOYACA,15109,BUENAVISTA,CACAO,2016,64,11,7,0.7
BOYACA,15401,LA VICTORIA,CACAO,2016,51,35,25,0.7
BOYACA,15690,SANTA MARIA,CACAO,2016,45,30,15,0.5
BOYACA,15135,CAMPOHERMOSO,CACAO,2016,35,15,8,0.5
BOYACA,15686,SANTANA,CACAO,2016,32,20,8,0.4
BOYACA,15514,PAEZ,CACAO,2016,26,26,18,0.7
BOYACA,15377,LABRANZAGRANDE,CACAO,2016,20,15,6,0.4
BOYACA,15533,PAYA,CACAO,2016,14,12,4,0.3
BOYACA,15455,MIRAFLORES,CACAO,2016,10,10,4,0.4
BOYACA,15832,TUNUNGUA,CACAO,2016,10,10,10,1
BOYACA,15090,BERBEO,CACAO,2016,3,0,0,0
CALDAS,17662,SAMANA,CACAO,2016,1389,829,415,0.5
CALDAS,17088,BELALCAZAR,CACAO,2016,705,114,57,0.5
CALDAS,17867,VICTORIA,CACAO,2016,580,448,224,0.5
CALDAS,17042,ANSERMA,CACAO,2016,509,449,221,0.5
CALDAS,17495,NORCASIA,CACAO,2016,453,400,240,0.6
CALDAS,17541,PENSILVANIA,CACAO,2016,91,20,9,0.5
CALDAS,17444,MARQUETALIA,CACAO,2016,89,79,59,0.8
CALDAS,17486,NEIRA,CACAO,2016,87,87,61,0.7
CALDAS,17524,PALESTINA,CACAO,2016,82,63,44,0.7
CALDAS,17616,RISARALDA,CACAO,2016,80,20,12,0.6
CALDAS,17665,SAN JOSE,CACAO,2016,60,41,21,0.5
CALDAS,17380,LA DORADA,CACAO,2016,55,10,5,0.5
CALDAS,17877,VITERBO,CACAO,2016,43,20,14,0.7
CALDAS,17777,SUPIA,CACAO,2016,39,30,15,0.5
